scenario_id,query_id,query_type,repeat_index,same_retrieved_ids,same_scores,same_recall,same_valid_recall,same_stale_rate,same_all,core_retrieved_ids,dual_retrieved_ids,core_eligible_memory_count,dual_eligible_memory_count,dual_source_view,dual_selection_policy
S104_pet_feeding,S104_pet_feeding_Q_HISTORICAL,HISTORICAL,0,True,True,True,True,True,True,"[""S104_pet_feeding_M4"", ""S104_pet_feeding_M2"", ""S104_pet_feeding_M5""]","[""S104_pet_feeding_M4"", ""S104_pet_feeding_M2"", ""S104_pet_feeding_M5""]",,6,current_and_history,current_and_history_no_router
S105_spicy_oral_surgery,S105_spicy_oral_surgery_Q_CHANGE,CHANGE,0,True,True,True,True,True,True,"[""S105_spicy_oral_surgery_M2"", ""S105_spicy_oral_surgery_M5"", ""S105_spicy_oral_surgery_M4""]","[""S105_spicy_oral_surgery_M2"", ""S105_spicy_oral_surgery_M5"", ""S105_spicy_oral_surgery_M4""]",,6,current_and_history,current_and_history_no_router
S105_spicy_oral_surgery,S105_spicy_oral_surgery_Q_CURRENT,CURRENT,0,True,True,True,True,True,True,"[""S105_spicy_oral_surgery_M2"", ""S105_spicy_oral_surgery_M5"", ""S105_spicy_oral_surgery_M6""]","[""S105_spicy_oral_surgery_M2"", ""S105_spicy_oral_surgery_M5"", ""S105_spicy_oral_surgery_M6""]",,6,current_and_history,current_and_history_no_router
S105_spicy_oral_surgery,S105_spicy_oral_surgery_Q_HISTORICAL,HISTORICAL,0,True,True,True,True,True,True,"[""S105_spicy_oral_surgery_M2"", ""S105_spicy_oral_surgery_M5"", ""S105_spicy_oral_surgery_M3""]","[""S105_spicy_oral_surgery_M2"", ""S105_spicy_oral_surgery_M5"", ""S105_spicy_oral_surgery_M3""]",,6,current_and_history,current_and_history_no_router
S106_running_injury,S106_running_injury_Q_CHANGE,CHANGE,0,True,True,True,True,True,True,"[""S106_running_injury_M5"", ""S106_running_injury_M2"", ""S106_running_injury_M6""]","[""S106_running_injury_M5"", ""S106_running_injury_M2"", ""S106_running_injury_M6""]",,6,current_and_history,current_and_history_no_router
S106_running_injury,S106_running_injury_Q_CURRENT,CURRENT,0,True,True,True,True,True,True,"[""S106_running_injury_M5"", ""S106_running_injury_M2"", ""S106_running_injury_M6""]","[""S106_running_injury_M5"", ""S106_running_injury_M2"", ""S106_running_injury_M6""]",,6,current_and_history,current_and_history_no_router
S106_running_injury,S106_running_injury_Q_HISTORICAL,HISTORICAL,0,True,True,True,True,True,True,"[""S106_running_injury_M2"", ""S106_running_injury_M5"", ""S106_running_injury_M6""]","[""S106_running_injury_M2"", ""S106_running_injury_M5"", ""S106_running_injury_M6""]",,6,current_and_history,current_and_history_no_router
S107_cycling_rain,S107_cycling_rain_Q_CHANGE,CHANGE,0,True,True,True,True,True,True,"[""S107_cycling_rain_M2"", ""S107_cycling_rain_M4"", ""S107_cycling_rain_M6""]","[""S107_cycling_rain_M2"", ""S107_cycling_rain_M4"", ""S107_cycling_rain_M6""]",,6,current_and_history,current_and_history_no_router
S107_cycling_rain,S107_cycling_rain_Q_CURRENT,CURRENT,0,True,True,True,True,True,True,"[""S107_cycling_rain_M2"", ""S107_cycling_rain_M4"", ""S107_cycling_rain_M5""]","[""S107_cycling_rain_M2"", ""S107_cycling_rain_M4"", ""S107_cycling_rain_M5""]",,6,current_and_history,current_and_history_no_router
S107_cycling_rain,S107_cycling_rain_Q_HISTORICAL,HISTORICAL,0,True,True,True,True,True,True,"[""S107_cycling_rain_M2"", ""S107_cycling_rain_M4"", ""S107_cycling_rain_M3""]","[""S107_cycling_rain_M2"", ""S107_cycling_rain_M4"", ""S107_cycling_rain_M3""]",,6,current_and_history,current_and_history_no_router
S108_caffeine_medication,S108_caffeine_medication_Q_CHANGE,CHANGE,0,True,True,True,True,True,True,"[""S108_caffeine_medication_M5"", ""S108_caffeine_medication_M2"", ""S108_caffeine_medication_M3""]","[""S108_caffeine_medication_M5"", ""S108_caffeine_medication_M2"", ""S108_caffeine_medication_M3""]",,6,current_and_history,current_and_history_no_router
S108_caffeine_medication,S108_caffeine_medication_Q_CURRENT,CURRENT,0,True,True,True,True,True,True,"[""S108_caffeine_medication_M2"", ""S108_caffeine_medication_M5"", ""S108_caffeine_medication_M3""]","[""S108_caffeine_medication_M2"", ""S108_caffeine_medication_M5"", ""S108_caffeine_medication_M3""]",,6,current_and_history,current_and_history_no_router
S108_caffeine_medication,S108_caffeine_medication_Q_HISTORICAL,HISTORICAL,0,True,True,True,True,True,True,"[""S108_caffeine_medication_M2"", ""S108_caffeine_medication_M5"", ""S108_caffeine_medication_M3""]","[""S108_caffeine_medication_M2"", ""S108_caffeine_medication_M5"", ""S108_caffeine_medication_M3""]",,6,current_and_history,current_and_history_no_router
S109_spicy_recovery,S109_spicy_recovery_Q_CHANGE,CHANGE,0,True,True,True,True,True,True,"[""S109_spicy_recovery_M3"", ""S109_spicy_recovery_M6"", ""S109_spicy_recovery_M2""]","[""S109_spicy_recovery_M3"", ""S109_spicy_recovery_M6"", ""S109_spicy_recovery_M2""]",,6,current_and_history,current_and_history_no_router
S109_spicy_recovery,S109_spicy_recovery_Q_CURRENT,CURRENT,0,True,True,True,True,True,True,"[""S109_spicy_recovery_M6"", ""S109_spicy_recovery_M3"", ""S109_spicy_recovery_M2""]","[""S109_spicy_recovery_M6"", ""S109_spicy_recovery_M3"", ""S109_spicy_recovery_M2""]",,6,current_and_history,current_and_history_no_router
S109_spicy_recovery,S109_spicy_recovery_Q_HISTORICAL,HISTORICAL,0,True,True,True,True,True,True,"[""S109_spicy_recovery_M3"", ""S109_spicy_recovery_M6"", ""S109_spicy_recovery_M2""]","[""S109_spicy_recovery_M3"", ""S109_spicy_recovery_M6"", ""S109_spicy_recovery_M2""]",,6,current_and_history,current_and_history_no_router
S110_running_recovery,S110_running_recovery_Q_CHANGE,CHANGE,0,True,True,True,True,True,True,"[""S110_running_recovery_M3"", ""S110_running_recovery_M6"", ""S110_running_recovery_M2""]","[""S110_running_recovery_M3"", ""S110_running_recovery_M6"", ""S110_running_recovery_M2""]",,6,current_and_history,current_and_history_no_router
S110_running_recovery,S110_running_recovery_Q_CURRENT,CURRENT,0,True,True,True,True,True,True,"[""S110_running_recovery_M3"", ""S110_running_recovery_M6"", ""S110_running_recovery_M2""]","[""S110_running_recovery_M3"", ""S110_running_recovery_M6"", ""S110_running_recovery_M2""]",,6,current_and_history,current_and_history_no_router
S110_running_recovery,S110_running_recovery_Q_HISTORICAL,HISTORICAL,0,True,True,True,True,True,True,"[""S110_running_recovery_M3"", ""S110_running_recovery_M6"", ""S110_running_recovery_M2""]","[""S110_running_recovery_M3"", ""S110_running_recovery_M6"", ""S110_running_recovery_M2""]",,6,current_and_history,current_and_history_no_router
S111_business_trip_return,S111_business_trip_return_Q_CHANGE,CHANGE,0,True,True,True,True,True,True,"[""S111_business_trip_return_M3"", ""S111_business_trip_return_M2"", ""S111_business_trip_return_M5""]","[""S111_business_trip_return_M3"", ""S111_business_trip_return_M2"", ""S111_business_trip_return_M5""]",,6,current_and_history,current_and_history_no_router
S111_business_trip_return,S111_business_trip_return_Q_CURRENT,CURRENT,0,True,True,True,True,True,True,"[""S111_business_trip_return_M3"", ""S111_business_trip_return_M2"", ""S111_business_trip_return_M5""]","[""S111_business_trip_return_M3"", ""S111_business_trip_return_M2"", ""S111_business_trip_return_M5""]",,6,current_and_history,current_and_history_no_router
S111_business_trip_return,S111_business_trip_return_Q_HISTORICAL,HISTORICAL,0,True,True,True,True,True,True,"[""S111_business_trip_return_M3"", ""S111_business_trip_return_M2"", ""S111_business_trip_return_M5""]","[""S111_business_trip_return_M3"", ""S111_business_trip_return_M2"", ""S111_business_trip_return_M5""]",,6,current_and_history,current_and_history_no_router
S112_sleep_shift_return,S112_sleep_shift_return_Q_CHANGE,CHANGE,0,True,True,True,True,True,True,"[""S112_sleep_shift_return_M3"", ""S112_sleep_shift_return_M2"", ""S112_sleep_shift_return_M6""]","[""S112_sleep_shift_return_M3"", ""S112_sleep_shift_return_M2"", ""S112_sleep_shift_return_M6""]",,6,current_and_history,current_and_history_no_router
S112_sleep_shift_return,S112_sleep_shift_return_Q_CURRENT,CURRENT,0,True,True,True,True,True,True,"[""S112_sleep_shift_return_M3"", ""S112_sleep_shift_return_M2"", ""S112_sleep_shift_return_M6""]","[""S112_sleep_shift_return_M3"", ""S112_sleep_shift_return_M2"", ""S112_sleep_shift_return_M6""]",,6,current_and_history,current_and_history_no_router
S112_sleep_shift_return,S112_sleep_shift_return_Q_HISTORICAL,HISTORICAL,0,True,True,True,True,True,True,"[""S112_sleep_shift_return_M3"", ""S112_sleep_shift_return_M2"", ""S112_sleep_shift_return_M5""]","[""S112_sleep_shift_return_M3"", ""S112_sleep_shift_return_M2"", ""S112_sleep_shift_return_M5""]",,6,current_and_history,current_and_history_no_router
S113_residence_chain,S113_residence_chain_Q_CHANGE,CHANGE,0,True,True,True,True,True,True,"[""S113_residence_chain_M6"", ""S113_residence_chain_M4"", ""S113_residence_chain_M5""]","[""S113_residence_chain_M6"", ""S113_residence_chain_M4"", ""S113_residence_chain_M5""]",,6,current_and_history,current_and_history_no_router
S113_residence_chain,S113_residence_chain_Q_CURRENT,CURRENT,0,True,True,True,True,True,True,"[""S113_residence_chain_M6"", ""S113_residence_chain_M4"", ""S113_residence_chain_M5""]","[""S113_residence_chain_M6"", ""S113_residence_chain_M4"", ""S113_residence_chain_M5""]",,6,current_and_history,current_and_history_no_router
S113_residence_chain,S113_residence_chain_Q_HISTORICAL,HISTORICAL,0,True,True,True,True,True,True,"[""S113_residence_chain_M3"", ""S113_residence_chain_M6"", ""S113_residence_chain_M5""]","[""S113_residence_chain_M3"", ""S113_residence_chain_M6"", ""S113_residence_chain_M5""]",,6,current_and_history,current_and_history_no_router
S114_breakfast_chain,S114_breakfast_chain_Q_CHANGE,CHANGE,0,True,True,True,True,True,True,"[""S114_breakfast_chain_M5"", ""S114_breakfast_chain_M3"", ""S114_breakfast_chain_M4""]","[""S114_breakfast_chain_M5"", ""S114_breakfast_chain_M3"", ""S114_breakfast_chain_M4""]",,6,current_and_history,current_and_history_no_router
S114_breakfast_chain,S114_breakfast_chain_Q_CURRENT,CURRENT,0,True,True,True,True,True,True,"[""S114_breakfast_chain_M5"", ""S114_breakfast_chain_M3"", ""S114_breakfast_chain_M6""]","[""S114_breakfast_chain_M5"", ""S114_breakfast_chain_M3"", ""S114_breakfast_chain_M6""]",,6,current_and_history,current_and_history_no_router
S114_breakfast_chain,S114_breakfast_chain_Q_HISTORICAL,HISTORICAL,0,True,True,True,True,True,True,"[""S114_breakfast_chain_M3"", ""S114_breakfast_chain_M5"", ""S114_breakfast_chain_M4""]","[""S114_breakfast_chain_M3"", ""S114_breakfast_chain_M5"", ""S114_breakfast_chain_M4""]",,6,current_and_history,current_and_history_no_router
S115_project_priority_chain,S115_project_priority_chain_Q_CHANGE,CHANGE,0,True,True,True,True,True,True,"[""S115_project_priority_chain_M5"", ""S115_project_priority_chain_M3"", ""S115_project_priority_chain_M6""]","[""S115_project_priority_chain_M5"", ""S115_project_priority_chain_M3"", ""S115_project_priority_chain_M6""]",,6,current_and_history,current_and_history_no_router
S115_project_priority_chain,S115_project_priority_chain_Q_CURRENT,CURRENT,0,True,True,True,True,True,True,"[""S115_project_priority_chain_M5"", ""S115_project_priority_chain_M3"", ""S115_project_priority_chain_M6""]","[""S115_project_priority_chain_M5"", ""S115_project_priority_chain_M3"", ""S115_project_priority_chain_M6""]",,6,current_and_history,current_and_history_no_router
S115_project_priority_chain,S115_project_priority_chain_Q_HISTORICAL,HISTORICAL,0,True,True,True,True,True,True,"[""S115_project_priority_chain_M3"", ""S115_project_priority_chain_M5"", ""S115_project_priority_chain_M4""]","[""S115_project_priority_chain_M3"", ""S115_project_priority_chain_M5"", ""S115_project_priority_chain_M4""]",,6,current_and_history,current_and_history_no_router
S116_gym_frequency_chain,S116_gym_frequency_chain_Q_CHANGE,CHANGE,0,True,True,True,True,True,True,"[""S116_gym_frequency_chain_M3"", ""S116_gym_frequency_chain_M4"", ""S116_gym_frequency_chain_M5""]","[""S116_gym_frequency_chain_M3"", ""S116_gym_frequency_chain_M4"", ""S116_gym_frequency_chain_M5""]",,6,current_and_history,current_and_history_no_router
S116_gym_frequency_chain,S116_gym_frequency_chain_Q_CURRENT,CURRENT,0,True,True,True,True,True,True,"[""S116_gym_frequency_chain_M3"", ""S116_gym_frequency_chain_M4"", ""S116_gym_frequency_chain_M1""]","[""S116_gym_frequency_chain_M3"", ""S116_gym_frequency_chain_M4"", ""S116_gym_frequency_chain_M1""]",,6,current_and_history,current_and_history_no_router
S116_gym_frequency_chain,S116_gym_frequency_chain_Q_HISTORICAL,HISTORICAL,0,True,True,True,True,True,True,"[""S116_gym_frequency_chain_M3"", ""S116_gym_frequency_chain_M6"", ""S116_gym_frequency_chain_M5""]","[""S116_gym_frequency_chain_M3"", ""S116_gym_frequency_chain_M6"", ""S116_gym_frequency_chain_M5""]",,6,current_and_history,current_and_history_no_router
S117_spicy_distractors,S117_spicy_distractors_Q_CHANGE,CHANGE,0,True,True,True,True,True,True,"[""S117_spicy_distractors_M5"", ""S117_spicy_distractors_M4"", ""S117_spicy_distractors_M6""]","[""S117_spicy_distractors_M5"", ""S117_spicy_distractors_M4"", ""S117_spicy_distractors_M6""]",,6,current_and_history,current_and_history_no_router
S117_spicy_distractors,S117_spicy_distractors_Q_CURRENT,CURRENT,0,True,True,True,True,True,True,"[""S117_spicy_distractors_M5"", ""S117_spicy_distractors_M4"", ""S117_spicy_distractors_M6""]","[""S117_spicy_distractors_M5"", ""S117_spicy_distractors_M4"", ""S117_spicy_distractors_M6""]",,6,current_and_history,current_and_history_no_router
S117_spicy_distractors,S117_spicy_distractors_Q_HISTORICAL,HISTORICAL,0,True,True,True,True,True,True,"[""S117_spicy_distractors_M5"", ""S117_spicy_distractors_M2"", ""S117_spicy_distractors_M4""]","[""S117_spicy_distractors_M5"", ""S117_spicy_distractors_M2"", ""S117_spicy_distractors_M4""]",,6,current_and_history,current_and_history_no_router
S118_trip_destination_distractors,S118_trip_destination_distractors_Q_CHANGE,CHANGE,0,True,True,True,True,True,True,"[""S118_trip_destination_distractors_M6"", ""S118_trip_destination_distractors_M2"", ""S118_trip_destination_distractors_M1""]","[""S118_trip_destination_distractors_M6"", ""S118_trip_destination_distractors_M2"", ""S118_trip_destination_distractors_M1""]",,6,current_and_history,current_and_history_no_router
S118_trip_destination_distractors,S118_trip_destination_distractors_Q_CURRENT,CURRENT,0,True,True,True,True,True,True,"[""S118_trip_destination_distractors_M6"", ""S118_trip_destination_distractors_M2"", ""S118_trip_destination_distractors_M1""]","[""S118_trip_destination_distractors_M6"", ""S118_trip_destination_distractors_M2"", ""S118_trip_destination_distractors_M1""]",,6,current_and_history,current_and_history_no_router
S118_trip_destination_distractors,S118_trip_destination_distractors_Q_HISTORICAL,HISTORICAL,0,True,True,True,True,True,True,"[""S118_trip_destination_distractors_M2"", ""S118_trip_destination_distractors_M6"", ""S118_trip_destination_distractors_M1""]","[""S118_trip_destination_distractors_M2"", ""S118_trip_destination_distractors_M6"", ""S118_trip_destination_distractors_M1""]",,6,current_and_history,current_and_history_no_router
S119_work_city_distractors,S119_work_city_distractors_Q_CHANGE,CHANGE,0,True,True,True,True,True,True,"[""S119_work_city_distractors_M1"", ""S119_work_city_distractors_M2"", ""S119_work_city_distractors_M3""]","[""S119_work_city_distractors_M1"", ""S119_work_city_distractors_M2"", ""S119_work_city_distractors_M3""]",,6,current_and_history,current_and_history_no_router
S119_work_city_distractors,S119_work_city_distractors_Q_CURRENT,CURRENT,0,True,True,True,True,True,True,"[""S119_work_city_distractors_M1"", ""S119_work_city_distractors_M2"", ""S119_work_city_distractors_M5""]","[""S119_work_city_distractors_M1"", ""S119_work_city_distractors_M2"", ""S119_work_city_distractors_M5""]",,6,current_and_history,current_and_history_no_router
S119_work_city_distractors,S119_work_city_distractors_Q_HISTORICAL,HISTORICAL,0,True,True,True,True,True,True,"[""S119_work_city_distractors_M2"", ""S119_work_city_distractors_M5"", ""S119_work_city_distractors_M6""]","[""S119_work_city_distractors_M2"", ""S119_work_city_distractors_M5"", ""S119_work_city_distractors_M6""]",,6,current_and_history,current_and_history_no_router
S120_reading_format_distractors,S120_reading_format_distractors_Q_CHANGE,CHANGE,0,True,True,True,True,True,True,"[""S120_reading_format_distractors_M5"", ""S120_reading_format_distractors_M2"", ""S120_reading_format_distractors_M6""]","[""S120_reading_format_distractors_M5"", ""S120_reading_format_distractors_M2"", ""S120_reading_format_distractors_M6""]",,6,current_and_history,current_and_history_no_router
S120_reading_format_distractors,S120_reading_format_distractors_Q_CURRENT,CURRENT,0,True,True,True,True,True,True,"[""S120_reading_format_distractors_M5"", ""S120_reading_format_distractors_M2"", ""S120_reading_format_distractors_M4""]","[""S120_reading_format_distractors_M5"", ""S120_reading_format_distractors_M2"", ""S120_reading_format_distractors_M4""]",,6,current_and_history,current_and_history_no_router
S120_reading_format_distractors,S120_reading_format_distractors_Q_HISTORICAL,HISTORICAL,0,True,True,True,True,True,True,"[""S120_reading_format_distractors_M2"", ""S120_reading_format_distractors_M6"", ""S120_reading_format_distractors_M5""]","[""S120_reading_format_distractors_M2"", ""S120_reading_format_distractors_M6"", ""S120_reading_format_distractors_M5""]",,6,current_and_history,current_and_history_no_router
S121_location_overlap,S121_location_overlap_Q_CHANGE,CHANGE,0,True,True,True,True,True,True,"[""S121_location_overlap_M6"", ""S121_location_overlap_M3"", ""S121_location_overlap_M4""]","[""S121_location_overlap_M6"", ""S121_location_overlap_M3"", ""S121_location_overlap_M4""]",,6,current_and_history,current_and_history_no_router
S121_location_overlap,S121_location_overlap_Q_CURRENT,CURRENT,0,True,True,True,True,True,True,"[""S121_location_overlap_M6"", ""S121_location_overlap_M3"", ""S121_location_overlap_M2""]","[""S121_location_overlap_M6"", ""S121_location_overlap_M3"", ""S121_location_overlap_M2""]",,6,current_and_history,current_and_history_no_router
S121_location_overlap,S121_location_overlap_Q_HISTORICAL,HISTORICAL,0,True,True,True,True,True,True,"[""S121_location_overlap_M3"", ""S121_location_overlap_M6"", ""S121_location_overlap_M4""]","[""S121_location_overlap_M3"", ""S121_location_overlap_M6"", ""S121_location_overlap_M4""]",,6,current_and_history,current_and_history_no_router
S122_diet_overlap,S122_diet_overlap_Q_CHANGE,CHANGE,0,True,True,True,True,True,True,"[""S122_diet_overlap_M6"", ""S122_diet_overlap_M3"", ""S122_diet_overlap_M5""]","[""S122_diet_overlap_M6"", ""S122_diet_overlap_M3"", ""S122_diet_overlap_M5""]",,6,current_and_history,current_and_history_no_router
S122_diet_overlap,S122_diet_overlap_Q_CURRENT,CURRENT,0,True,True,True,True,True,True,"[""S122_diet_overlap_M6"", ""S122_diet_overlap_M3"", ""S122_diet_overlap_M5""]","[""S122_diet_overlap_M6"", ""S122_diet_overlap_M3"", ""S122_diet_overlap_M5""]",,6,current_and_history,current_and_history_no_router
S122_diet_overlap,S122_diet_overlap_Q_HISTORICAL,HISTORICAL,0,True,True,True,True,True,True,"[""S122_diet_overlap_M3"", ""S122_diet_overlap_M6"", ""S122_diet_overlap_M5""]","[""S122_diet_overlap_M3"", ""S122_diet_overlap_M6"", ""S122_diet_overlap_M5""]",,6,current_and_history,current_and_history_no_router
S123_study_overlap,S123_study_overlap_Q_CHANGE,CHANGE,0,True,True,True,True,True,True,"[""S123_study_overlap_M3"", ""S123_study_overlap_M6"", ""S123_study_overlap_M1""]","[""S123_study_overlap_M3"", ""S123_study_overlap_M6"", ""S123_study_overlap_M1""]",,6,current_and_history,current_and_history_no_router
S123_study_overlap,S123_study_overlap_Q_CURRENT,CURRENT,0,True,True,True,True,True,True,"[""S123_study_overlap_M3"", ""S123_study_overlap_M1"", ""S123_study_overlap_M5""]","[""S123_study_overlap_M3"", ""S123_study_overlap_M1"", ""S123_study_overlap_M5""]",,6,current_and_history,current_and_history_no_router
S123_study_overlap,S123_study_overlap_Q_HISTORICAL,HISTORICAL,0,True,True,True,True,True,True,"[""S123_study_overlap_M2"", ""S123_study_overlap_M3"", ""S123_study_overlap_M5""]","[""S123_study_overlap_M2"", ""S123_study_overlap_M3"", ""S123_study_overlap_M5""]",,6,current_and_history,current_and_history_no_router
S124_transport_overlap,S124_transport_overlap_Q_CHANGE,CHANGE,0,True,True,True,True,True,True,"[""S124_transport_overlap_M4"", ""S124_transport_overlap_M2"", ""S124_transport_overlap_M1""]","[""S124_transport_overlap_M4"", ""S124_transport_overlap_M2"", ""S124_transport_overlap_M1""]",,7,current_and_history,current_and_history_no_router
S124_transport_overlap,S124_transport_overlap_Q_CURRENT,CURRENT,0,True,True,True,True,True,True,"[""S124_transport_overlap_M4"", ""S124_transport_overlap_M2"", ""S124_transport_overlap_M1""]","[""S124_transport_overlap_M4"", ""S124_transport_overlap_M2"", ""S124_transport_overlap_M1""]",,7,current_and_history,current_and_history_no_router
S124_transport_overlap,S124_transport_overlap_Q_HISTORICAL,HISTORICAL,0,True,True,True,True,True,True,"[""S124_transport_overlap_M4"", ""S124_transport_overlap_M2"", ""S124_transport_overlap_M6""]","[""S124_transport_overlap_M4"", ""S124_transport_overlap_M2"", ""S124_transport_overlap_M6""]",,7,current_and_history,current_and_history_no_router
S125_weather_commute,S125_weather_commute_Q_CHANGE,CHANGE,0,True,True,True,True,True,True,"[""S125_weather_commute_M5"", ""S125_weather_commute_M4"", ""S125_weather_commute_M6""]","[""S125_weather_commute_M5"", ""S125_weather_commute_M4"", ""S125_weather_commute_M6""]",,6,current_and_history,current_and_history_no_router
S125_weather_commute,S125_weather_commute_Q_CURRENT,CURRENT,0,True,True,True,True,True,True,"[""S125_weather_commute_M4"", ""S125_weather_commute_M5"", ""S125_weather_commute_M6""]","[""S125_weather_commute_M4"", ""S125_weather_commute_M5"", ""S125_weather_commute_M6""]",,6,current_and_history,current_and_history_no_router
S125_weather_commute,S125_weather_commute_Q_HISTORICAL,HISTORICAL,0,True,True,True,True,True,True,"[""S125_weather_commute_M4"", ""S125_weather_commute_M2"", ""S125_weather_commute_M3""]","[""S125_weather_commute_M4"", ""S125_weather_commute_M2"", ""S125_weather_commute_M3""]",,6,current_and_history,current_and_history_no_router
S126_weekday_weekend_lunch,S126_weekday_weekend_lunch_Q_CHANGE,CHANGE,0,True,True,True,True,True,True,"[""S126_weekday_weekend_lunch_M4"", ""S126_weekday_weekend_lunch_M5"", ""S126_weekday_weekend_lunch_M2""]","[""S126_weekday_weekend_lunch_M4"", ""S126_weekday_weekend_lunch_M5"", ""S126_weekday_weekend_lunch_M2""]",,6,current_and_history,current_and_history_no_router
S126_weekday_weekend_lunch,S126_weekday_weekend_lunch_Q_CURRENT,CURRENT,0,True,True,True,True,True,True,"[""S126_weekday_weekend_lunch_M4"", ""S126_weekday_weekend_lunch_M5"", ""S126_weekday_weekend_lunch_M1""]","[""S126_weekday_weekend_lunch_M4"", ""S126_weekday_weekend_lunch_M5"", ""S126_weekday_weekend_lunch_M1""]",,6,current_and_history,current_and_history_no_router
S126_weekday_weekend_lunch,S126_weekday_weekend_lunch_Q_HISTORICAL,HISTORICAL,0,True,True,True,True,True,True,"[""S126_weekday_weekend_lunch_M4"", ""S126_weekday_weekend_lunch_M3"", ""S126_weekday_weekend_lunch_M2""]","[""S126_weekday_weekend_lunch_M4"", ""S126_weekday_weekend_lunch_M3"", ""S126_weekday_weekend_lunch_M2""]",,6,current_and_history,current_and_history_no_router
S127_weekday_weekend_alarm,S127_weekday_weekend_alarm_Q_CHANGE,CHANGE,0,True,True,True,True,True,True,"[""S127_weekday_weekend_alarm_M4"", ""S127_weekday_weekend_alarm_M2"", ""S127_weekday_weekend_alarm_M1""]","[""S127_weekday_weekend_alarm_M4"", ""S127_weekday_weekend_alarm_M2"", ""S127_weekday_weekend_alarm_M1""]",,6,current_and_history,current_and_history_no_router
